File,Coordinate,Forelimbs,Hindlimbs,Ipsilesionals,Contralesionals,ContraFore-IpsiHind,IpsiFore-ContraHind
out_mouse/test1/test_mouse-phaseval.csv,X,-0.6113809042913183,0.07297455215125564,0.2227391249516367,-0.8683593644881344,0.21937414349505707,0.8839523170145925
out_mouse/test1/test_mouse-phaseval.csv,Y,-0.5511827130762361,0.9233354256361366,0.973576509723119,-0.4834533103260187,-0.7343634447930389,-0.1847076398421692
out_mouse/test2/test_mouse-phaseval.csv,X,-0.49999999999999983,-0.8660254037844388,-0.9914448613738104,-0.35460488704253545,0.5000000000000001,-0.18450844405138084
out_mouse/test2/test_mouse-phaseval.csv,Y,-0.8660254037844387,-0.4999999999999997,-0.13052619222005177,0.9350162426854148,-0.8660254037844386,-0.744651365520169
out_mouse/test3/test_mouse-phaseval.csv,X,0.30032900388492545,-0.22996604972001844,-0.08766069711935628,-0.0007823327237120668,0.26205720535189514,0.08579191344795847
out_mouse/test3/test_mouse-phaseval.csv,Y,-0.039524851036329994,-0.0004628749468319958,-0.21474033833092465,0.09719833210317122,-0.12540494608103875,0.1011423311465684
